"Date","Home","Away","Result","Score_Home","Score_Away","Odds_Home","Odds_Draw","Odds_Away","Division","Season","Coming5","IsPlayed"
2017-05-06,"Dortmund","Hoffenheim","H",NA,NA,1.49,4.83,5.85,"Bundesliga",2016,0,1
2017-05-06,"Ein Frankfurt","Wolfsburg","A",NA,NA,2.62,3.32,2.73,"Bundesliga",2016,0,1
2017-05-06,"Hertha","RB Leipzig","A",NA,NA,3.47,3.36,2.16,"Bundesliga",2016,0,1
2017-05-06,"Ingolstadt","Leverkusen","D",NA,NA,2.44,3.48,2.84,"Bundesliga",2016,0,1
2017-05-06,"M'gladbach","Augsburg","D",NA,NA,1.72,3.84,4.75,"Bundesliga",2016,0,1
2017-05-06,"Bournemouth","Stoke","D",NA,NA,2.2,3.47,3.32,"Premier League",2016,0,1
2017-05-06,"Burnley","West Brom","D",NA,NA,2.24,3.19,3.52,"Premier League",2016,0,1
2017-05-06,"Hull","Sunderland","A",NA,NA,1.45,4.53,7.32,"Premier League",2016,0,1
2017-05-06,"Leicester","Watford","H",NA,NA,1.58,4.02,6.25,"Premier League",2016,0,1
2017-05-06,"Man City","Crystal Palace","H",NA,NA,1.27,6.22,10.52,"Premier League",2016,0,1
2017-05-06,"Swansea","Everton","H",NA,NA,2.76,3.38,2.6,"Premier League",2016,0,1
2017-05-05,"Dresden","Munich 1860","A",NA,NA,2.47,3.3,2.77,"2.Bundesliga",2016,0,1
2017-05-05,"Heidenheim","Hannover","A",NA,NA,4.56,3.57,1.76,"2.Bundesliga",2016,0,1
2017-05-05,"Kaiserslautern","St Pauli","A",NA,NA,2.67,2.83,2.91,"2.Bundesliga",2016,0,1
2017-05-05,"Hacken","Sirius","D",NA,NA,1.78,3.73,4.3,"Allsvenskan",2017,0,1
2017-05-05,"FC Koln","Werder Bremen","H",NA,NA,2.53,3.51,2.72,"Bundesliga",2016,0,1
2017-05-05,"West Ham","Tottenham","H",NA,NA,8.54,5.11,1.37,"Premier League",2016,0,1
2017-05-02,"Elfsborg","Ostersunds","D",NA,NA,2.41,3.38,2.81,"Allsvenskan",2017,0,1
2017-05-02,"Hacken","Goteborg","H",NA,NA,2.23,3.34,3.15,"Allsvenskan",2017,0,1
2017-05-01,"Kalmar","Halmstad","H",NA,NA,1.93,3.35,4.03,"Allsvenskan",2017,0,1
2017-05-01,"Malmo FF","Orebro","H",NA,NA,1.3,5.38,9.51,"Allsvenskan",2017,0,1
2017-05-01,"Djurgarden","Norrkoping","D",NA,NA,2.14,3.54,3.16,"Allsvenskan",2017,0,1
2017-05-01,"Sirius","Jonkopings","D",NA,NA,1.99,3.39,3.76,"Allsvenskan",2017,0,1
2017-05-01,"Watford","Liverpool","A",NA,NA,6.09,4.24,1.55,"Premier League",2016,0,1
2017-04-30,"Erzgebirge Aue","Wurzburger Kickers","H",NA,NA,2.3,3.03,3.24,"2.Bundesliga",2016,0,1
2017-04-30,"Hannover","Fortuna Dusseldorf","H",NA,NA,1.54,3.93,5.94,"2.Bundesliga",2016,0,1
2017-04-30,"Munich 1860","Braunschweig","A",NA,NA,2.63,3.14,2.66,"2.Bundesliga",2016,0,1
2017-04-30,"AIK","Sundsvall","D",NA,NA,1.32,4.99,9.69,"Allsvenskan",2017,0,1
2017-04-30,"Augsburg","Hamburg","H",NA,NA,2.5,3.25,2.86,"Bundesliga",2016,0,1
2017-04-30,"Hoffenheim","Ein Frankfurt","H",NA,NA,1.56,4.17,5.74,"Bundesliga",2016,0,1
2017-04-30,"Everton","Chelsea","A",NA,NA,3.68,3.53,2.03,"Premier League",2016,0,1
2017-04-30,"Man United","Swansea","D",NA,NA,1.37,4.85,8.93,"Premier League",2016,0,1
2017-04-30,"Middlesbrough","Man City","D",NA,NA,10.68,5.57,1.29,"Premier League",2016,0,1
2017-04-30,"Tottenham","Arsenal","H",NA,NA,1.88,3.81,3.93,"Premier League",2016,0,1
2017-04-29,"Bielefeld","Greuther Furth","D",NA,NA,2.07,3.29,3.54,"2.Bundesliga",2016,0,1
2017-04-29,"Karlsruhe","Kaiserslautern","A",NA,NA,3.6,3.24,2.07,"2.Bundesliga",2016,0,1
2017-04-29,"Nurnberg","Stuttgart","A",NA,NA,3.72,3.52,1.94,"2.Bundesliga",2016,0,1
2017-04-29,"Hammarby","AFC Eskilstuna","H",NA,NA,1.52,4.12,6.09,"Allsvenskan",2017,0,1
2017-04-29,"Darmstadt","Freiburg","H",NA,NA,3.22,3.39,2.23,"Bundesliga",2016,0,1
2017-04-29,"Dortmund","FC Koln","D",NA,NA,1.28,5.9,10.09,"Bundesliga",2016,0,1
2017-04-29,"Mainz","M'gladbach","A",NA,NA,2.17,3.47,3.29,"Bundesliga",2016,0,1
2017-04-29,"RB Leipzig","Ingolstadt","D",NA,NA,1.47,4.45,6.67,"Bundesliga",2016,0,1
2017-04-29,"Werder Bremen","Hertha","H",NA,NA,1.99,3.5,3.77,"Bundesliga",2016,0,1
2017-04-29,"Wolfsburg","Bayern Munich","A",NA,NA,8.03,4.86,1.39,"Bundesliga",2016,0,1
2017-04-29,"Barnsley","Burton","D",NA,NA,2.4,3.37,2.9,"Championship",2016,0,1
2017-04-29,"Birmingham","Huddersfield","H",NA,NA,2.55,3.32,2.74,"Championship",2016,0,1
2017-04-29,"Blackburn","Aston Villa","H",NA,NA,2.13,3.31,3.49,"Championship",2016,0,1
2017-04-29,"Brighton","Bristol City","A",NA,NA,1.61,4.15,5.09,"Championship",2016,0,1
2017-04-29,"Derby","Wolves","H",NA,NA,1.93,3.48,3.93,"Championship",2016,0,1
2017-04-29,"Fulham","Brentford","D",NA,NA,1.5,4.57,5.79,"Championship",2016,0,1
2017-04-29,"Ipswich","Sheffield Weds","A",NA,NA,3.9,3.26,2.01,"Championship",2016,0,1
2017-04-29,"Leeds","Norwich","D",NA,NA,2.14,3.52,3.27,"Championship",2016,0,1
2017-04-29,"Preston","Rotherham","D",NA,NA,1.48,4.47,6.33,"Championship",2016,0,1
2017-04-29,"QPR","Nott'm Forest","H",NA,NA,2.56,3.3,2.74,"Championship",2016,0,1
2017-04-29,"Reading","Wigan","H",NA,NA,1.91,3.5,3.99,"Championship",2016,0,1
2017-04-29,"Crystal Palace","Burnley","A",NA,NA,1.8,3.56,4.81,"Premier League",2016,0,1
2017-04-29,"Southampton","Hull","D",NA,NA,1.66,3.91,5.38,"Premier League",2016,0,1
2017-04-29,"Stoke","West Ham","D",NA,NA,2.09,3.42,3.61,"Premier League",2016,0,1
2017-04-29,"Sunderland","Bournemouth","A",NA,NA,2.95,3.48,2.39,"Premier League",2016,0,1
2017-04-29,"West Brom","Leicester","A",NA,NA,2.5,3.35,2.86,"Premier League",2016,0,1
2017-04-28,"Bochum","Dresden","H",NA,NA,2.38,3.34,2.86,"2.Bundesliga",2016,0,1
2017-04-28,"St Pauli","Heidenheim","H",NA,NA,1.91,3.36,4.06,"2.Bundesliga",2016,0,1
2017-04-28,"Union Berlin","Sandhausen","H",NA,NA,1.59,3.87,5.48,"2.Bundesliga",2016,0,1
2017-04-28,"Leverkusen","Schalke 04","A",NA,NA,2.12,3.48,3.44,"Bundesliga",2016,0,1
2017-04-28,"Cardiff","Newcastle","A",NA,NA,3.51,3.64,2.02,"Championship",2016,0,1
2017-04-27,"AIK","Sirius","H",NA,NA,1.8,3.51,4.46,"Allsvenskan",2017,0,1
2017-04-27,"Halmstad","Djurgarden","A",NA,NA,4.91,3.69,1.7,"Allsvenskan",2017,0,1
2017-04-27,"Kalmar","Malmo FF","D",NA,NA,5.67,3.8,1.6,"Allsvenskan",2017,0,1
2017-04-27,"Norrkoping","Jonkopings","H",NA,NA,1.58,3.95,5.67,"Allsvenskan",2017,0,1
2017-04-27,"Man City","Man United","D",NA,NA,1.88,3.67,4.24,"Premier League",2016,0,1
2017-04-26,"AFC Eskilstuna","Ostersunds","A",NA,NA,4.42,3.66,1.77,"Allsvenskan",2017,0,1
2017-04-26,"Goteborg","Hammarby","D",NA,NA,1.65,3.76,5.23,"Allsvenskan",2017,0,1
2017-04-26,"Orebro","Hacken","D",NA,NA,2.85,3.39,2.38,"Allsvenskan",2017,0,1
2017-04-26,"Sundsvall","Elfsborg","D",NA,NA,3.83,3.67,1.88,"Allsvenskan",2017,0,1
2017-04-26,"Arsenal","Leicester","H",NA,NA,1.6,4.35,5.38,"Premier League",2016,0,1
2017-04-26,"Crystal Palace","Tottenham","A",NA,NA,5.41,4.07,1.64,"Premier League",2016,0,1
2017-04-26,"Middlesbrough","Sunderland","H",NA,NA,2.22,3.37,3.4,"Premier League",2016,0,1
2017-04-25,"Wolves","Huddersfield","A",NA,NA,2.95,3.23,2.46,"Championship",2016,0,1
2017-04-25,"Chelsea","Southampton","H",NA,NA,1.44,4.56,8.02,"Premier League",2016,0,1
2017-04-24,"Stuttgart","Union Berlin","H",NA,NA,1.85,3.57,3.97,"2.Bundesliga",2016,0,1
2017-04-24,"Malmo FF","Djurgarden","H",NA,NA,1.73,3.62,4.79,"Allsvenskan",2017,0,1
2017-04-24,"Sirius","Kalmar","H",NA,NA,2.29,3.29,3.08,"Allsvenskan",2017,0,1
2017-04-24,"Newcastle","Preston","H",NA,NA,1.47,4.35,6.72,"Championship",2016,0,1
2017-04-23,"Braunschweig","Bochum","H",NA,NA,1.72,3.57,4.79,"2.Bundesliga",2016,0,1
2017-04-23,"Sandhausen","Karlsruhe","H",NA,NA,2.06,3.22,3.63,"2.Bundesliga",2016,0,1
2017-04-23,"Wurzburger Kickers","Nurnberg","D",NA,NA,2.23,3.11,3.32,"2.Bundesliga",2016,0,1
2017-04-23,"Hacken","Norrkoping","A",NA,NA,1.96,3.66,3.53,"Allsvenskan",2017,0,1
2017-04-23,"Hammarby","Sundsvall","D",NA,NA,1.58,4.09,5.38,"Allsvenskan",2017,0,1
2017-04-23,"AFC Eskilstuna","Halmstad","D",NA,NA,2.08,3.4,3.45,"Allsvenskan",2017,0,1
2017-04-23,"Ostersunds","Goteborg","D",NA,NA,2.04,3.44,3.51,"Allsvenskan",2017,0,1
2017-04-23,"Freiburg","Leverkusen","H",NA,NA,3.41,3.49,2.12,"Bundesliga",2016,0,1
2017-04-23,"Schalke 04","RB Leipzig","D",NA,NA,2.96,3.41,2.38,"Bundesliga",2016,0,1
2017-04-23,"Aston Villa","Birmingham","H",NA,NA,1.9,3.41,4.17,"Championship",2016,0,1
2017-04-23,"Burnley","Man United","A",NA,NA,5.66,3.76,1.66,"Premier League",2016,0,1
2017-04-23,"Liverpool","Crystal Palace","A",NA,NA,1.49,4.55,6.69,"Premier League",2016,0,1
2017-04-22,"Erzgebirge Aue","Hannover","D",NA,NA,3.29,3.24,2.18,"2.Bundesliga",2016,0,1
2017-04-22,"Heidenheim","Bielefeld","D",NA,NA,2.35,3.2,2.99,"2.Bundesliga",2016,0,1
2017-04-22,"Jonkopings","AIK","H",NA,NA,3.47,3.08,2.2,"Allsvenskan",2017,0,1
2017-04-22,"Bayern Munich","Mainz","D",NA,NA,1.18,7.11,16.02,"Bundesliga",2016,0,1
2017-04-22,"Ein Frankfurt","Augsburg","H",NA,NA,1.74,3.59,5.04,"Bundesliga",2016,0,1
2017-04-22,"Hamburg","Darmstadt","A",NA,NA,1.42,4.64,7.7,"Bundesliga",2016,0,1
2017-04-22,"Hertha","Wolfsburg","H",NA,NA,2.47,3.28,2.92,"Bundesliga",2016,0,1
2017-04-22,"Ingolstadt","Werder Bremen","A",NA,NA,2.25,3.47,3.16,"Bundesliga",2016,0,1
2017-04-22,"M'gladbach","Dortmund","A",NA,NA,3.49,3.7,2.03,"Bundesliga",2016,0,1
2017-04-22,"Brentford","QPR","H",NA,NA,2.03,3.64,3.45,"Championship",2016,0,1
2017-04-22,"Bristol City","Barnsley","H",NA,NA,1.69,3.94,4.7,"Championship",2016,0,1
2017-04-22,"Burton","Leeds","H",NA,NA,2.94,3.18,2.48,"Championship",2016,0,1
2017-04-22,"Huddersfield","Fulham","A",NA,NA,2.37,3.34,2.96,"Championship",2016,0,1
2017-04-22,"Nott'm Forest","Reading","H",NA,NA,2.36,3.36,2.98,"Championship",2016,0,1
2017-04-22,"Rotherham","Ipswich","H",NA,NA,3.62,3.53,2.01,"Championship",2016,0,1
2017-04-22,"Sheffield Weds","Derby","H",NA,NA,1.82,3.58,4.4,"Championship",2016,0,1
2017-04-22,"Wigan","Cardiff","D",NA,NA,2.22,3.34,3.26,"Championship",2016,0,1
2017-04-22,"Wolves","Blackburn","D",NA,NA,2.17,3.35,3.35,"Championship",2016,0,1
2017-04-22,"Bournemouth","Middlesbrough","H",NA,NA,1.86,3.66,4.28,"Premier League",2016,0,1
2017-04-22,"Hull","Watford","H",NA,NA,1.9,3.55,4.23,"Premier League",2016,0,1
2017-04-22,"Swansea","Stoke","H",NA,NA,2.18,3.34,3.5,"Premier League",2016,0,1
2017-04-22,"West Ham","Everton","D",NA,NA,3.23,3.51,2.22,"Premier League",2016,0,1
2017-04-21,"Fortuna Dusseldorf","St Pauli","A",NA,NA,2.32,3.09,3.2,"2.Bundesliga",2016,0,1
2017-04-21,"Greuther Furth","Dresden","H",NA,NA,2.49,3.33,2.73,"2.Bundesliga",2016,0,1
2017-04-21,"Kaiserslautern","Munich 1860","H",NA,NA,2.44,3.01,3.06,"2.Bundesliga",2016,0,1
2017-04-21,"FC Koln","Hoffenheim","D",NA,NA,2.97,3.46,2.37,"Bundesliga",2016,0,1
2017-04-21,"Norwich","Brighton","H",NA,NA,2.37,3.47,2.9,"Championship",2016,0,1
2017-04-20,"Elfsborg","Orebro","H",NA,NA,1.69,3.99,4.51,"Allsvenskan",2017,0,1
2017-04-17,"Bielefeld","Stuttgart","A",NA,NA,3.33,3.38,2.1,"2.Bundesliga",2016,0,1
2017-04-17,"AIK","Hammarby","A",NA,NA,1.76,3.51,4.71,"Allsvenskan",2017,0,1
2017-04-17,"Kalmar","Jonkopings","A",NA,NA,1.92,3.35,4.07,"Allsvenskan",2017,0,1
2017-04-17,"Goteborg","AFC Eskilstuna","D",NA,NA,1.27,5.59,10.48,"Allsvenskan",2017,0,1
2017-04-17,"Norrkoping","Sirius","A",NA,NA,1.58,4.08,5.39,"Allsvenskan",2017,0,1
2017-04-17,"Barnsley","Brentford","D",NA,NA,2.77,3.47,2.44,"Championship",2016,0,1
2017-04-17,"Birmingham","Burton","A",NA,NA,2.22,3.28,3.31,"Championship",2016,0,1
2017-04-17,"Blackburn","Bristol City","D",NA,NA,2.38,3.39,2.92,"Championship",2016,0,1
2017-04-17,"Brighton","Wigan","H",NA,NA,1.5,4.12,6.85,"Championship",2016,0,1
2017-04-17,"Cardiff","Nott'm Forest","H",NA,NA,2.29,3.34,3.11,"Championship",2016,0,1
2017-04-17,"Derby","Huddersfield","D",NA,NA,2.51,3.22,2.86,"Championship",2016,0,1
2017-04-17,"Fulham","Aston Villa","H",NA,NA,1.8,3.73,4.3,"Championship",2016,0,1
2017-04-17,"Ipswich","Newcastle","H",NA,NA,4.67,3.52,1.79,"Championship",2016,0,1
2017-04-17,"Leeds","Wolves","A",NA,NA,2.08,3.31,3.62,"Championship",2016,0,1
2017-04-17,"Preston","Norwich","A",NA,NA,2.49,3.46,2.72,"Championship",2016,0,1
2017-04-17,"QPR","Sheffield Weds","A",NA,NA,3.31,3.3,2.22,"Championship",2016,0,1
2017-04-17,"Reading","Rotherham","H",NA,NA,1.38,4.77,8.11,"Championship",2016,0,1
2017-04-17,"Middlesbrough","Arsenal","A",NA,NA,6.33,4.25,1.53,"Premier League",2016,0,1
2017-04-16,"Bochum","Greuther Furth","H",NA,NA,2.28,3.2,3.11,"2.Bundesliga",2016,0,1
2017-04-16,"Dresden","Fortuna Dusseldorf","D",NA,NA,1.9,3.42,3.91,"2.Bundesliga",2016,0,1
2017-04-16,"Karlsruhe","Heidenheim","A",NA,NA,2.48,3.13,2.85,"2.Bundesliga",2016,0,1
2017-04-16,"Munich 1860","Sandhausen","D",NA,NA,2.03,3.19,3.74,"2.Bundesliga",2016,0,1
2017-04-16,"St Pauli","Wurzburger Kickers","H",NA,NA,2.01,3.08,3.98,"2.Bundesliga",2016,0,1
2017-04-16,"Union Berlin","Kaiserslautern","H",NA,NA,1.83,3.38,4.31,"2.Bundesliga",2016,0,1
2017-04-16,"Halmstad","Malmo FF","A",NA,NA,6.86,4.3,1.45,"Allsvenskan",2017,0,1
2017-04-16,"Orebro","Ostersunds","H",NA,NA,3.25,3.4,2.16,"Allsvenskan",2017,0,1
2017-04-16,"Djurgarden","Elfsborg","H",NA,NA,1.96,3.51,3.74,"Allsvenskan",2017,0,1
2017-04-16,"Sundsvall","Hacken","A",NA,NA,4.16,3.47,1.86,"Allsvenskan",2017,0,1
2017-04-16,"Darmstadt","Schalke 04","H",NA,NA,5.25,3.9,1.66,"Bundesliga",2016,0,1
2017-04-16,"Werder Bremen","Hamburg","H",NA,NA,2.25,3.43,3.17,"Bundesliga",2016,0,1
2017-04-16,"Man United","Chelsea","H",NA,NA,2.63,3.15,2.87,"Premier League",2016,0,1
2017-04-16,"West Brom","Liverpool","A",NA,NA,4.29,3.6,1.87,"Premier League",2016,0,1
2017-04-15,"Hannover","Braunschweig","H",NA,NA,2.03,3.32,3.6,"2.Bundesliga",2016,0,1
2017-04-15,"Nurnberg","Erzgebirge Aue","H",NA,NA,2.35,3.16,3.03,"2.Bundesliga",2016,0,1
2017-04-15,"Augsburg","FC Koln","H",NA,NA,2.82,3.17,2.62,"Bundesliga",2016,0,1
2017-04-15,"Dortmund","Ein Frankfurt","H",NA,NA,1.44,4.51,7.41,"Bundesliga",2016,0,1
2017-04-15,"Hoffenheim","M'gladbach","H",NA,NA,2.01,3.56,3.67,"Bundesliga",2016,0,1
2017-04-15,"Leverkusen","Bayern Munich","D",NA,NA,4.77,4.08,1.67,"Bundesliga",2016,0,1
2017-04-15,"Mainz","Hertha","H",NA,NA,2.25,3.21,3.39,"Bundesliga",2016,0,1
2017-04-15,"RB Leipzig","Freiburg","H",NA,NA,1.43,4.45,7.62,"Bundesliga",2016,0,1
2017-04-15,"Wolfsburg","Ingolstadt","H",NA,NA,2.04,3.37,3.75,"Bundesliga",2016,0,1
2017-04-15,"Aston Villa","Reading","A",NA,NA,1.82,3.5,4.49,"Championship",2016,0,1
2017-04-15,"Crystal Palace","Leicester","D",NA,NA,1.77,3.7,4.76,"Premier League",2016,0,1
2017-04-15,"Everton","Burnley","H",NA,NA,1.44,4.49,7.81,"Premier League",2016,0,1
2017-04-15,"Southampton","Man City","A",NA,NA,4.45,3.91,1.77,"Premier League",2016,0,1
2017-04-15,"Stoke","Hull","H",NA,NA,1.97,3.4,4.1,"Premier League",2016,0,1
2017-04-15,"Sunderland","West Ham","D",NA,NA,3.17,3.4,2.29,"Premier League",2016,0,1
2017-04-15,"Tottenham","Bournemouth","H",NA,NA,1.26,6.14,10.98,"Premier League",2016,0,1
2017-04-15,"Watford","Swansea","H",NA,NA,2.48,3.23,2.98,"Premier League",2016,0,1
2017-04-14,"Brentford","Derby","H",NA,NA,2.72,3.39,2.55,"Championship",2016,0,1
2017-04-14,"Bristol City","QPR","H",NA,NA,1.99,3.51,3.75,"Championship",2016,0,1
2017-04-14,"Burton","Ipswich","A",NA,NA,2.22,3.22,3.39,"Championship",2016,0,1
2017-04-14,"Huddersfield","Preston","H",NA,NA,1.83,3.51,4.43,"Championship",2016,0,1
2017-04-14,"Newcastle","Leeds","D",NA,NA,1.64,3.79,5.53,"Championship",2016,0,1
2017-04-14,"Norwich","Fulham","A",NA,NA,2.39,3.56,2.81,"Championship",2016,0,1
2017-04-14,"Nott'm Forest","Blackburn","A",NA,NA,2.24,3.3,3.27,"Championship",2016,0,1
2017-04-14,"Rotherham","Birmingham","D",NA,NA,3.86,3.46,1.97,"Championship",2016,0,1
2017-04-14,"Sheffield Weds","Cardiff","H",NA,NA,1.87,3.47,4.29,"Championship",2016,0,1
2017-04-14,"Wolves","Brighton","A",NA,NA,2.95,3.3,2.41,"Championship",2016,0,1
2017-04-13,"Wigan","Barnsley","H",NA,NA,2.14,3.36,3.44,"Championship",2016,0,1
2017-04-11,"Malmo FF","Sundsvall","H",NA,NA,1.22,6.1,11.74,"Allsvenskan",2017,0,1
2017-04-10,"Braunschweig","Dresden","H",NA,NA,2.22,3.23,3.19,"2.Bundesliga",2016,0,1
2017-04-10,"Elfsborg","AIK","A",NA,NA,2.4,3.25,2.93,"Allsvenskan",2017,0,1
2017-04-10,"Crystal Palace","Arsenal","H",NA,NA,4.33,3.8,1.81,"Premier League",2016,0,1
2017-04-09,"Erzgebirge Aue","Munich 1860","H",NA,NA,2.35,3.12,3.09,"2.Bundesliga",2016,0,1
2017-04-09,"Fortuna Dusseldorf","Union Berlin","D",NA,NA,2.78,3.22,2.5,"2.Bundesliga",2016,0,1
2017-04-09,"Stuttgart","Karlsruhe","H",NA,NA,1.48,4.22,6.36,"2.Bundesliga",2016,0,1
2017-04-09,"Hammarby","Kalmar","D",NA,NA,2.11,3.38,3.38,"Allsvenskan",2017,0,1
2017-04-09,"Ostersunds","Norrkoping","H",NA,NA,2.28,3.32,3.07,"Allsvenskan",2017,0,1
2017-04-09,"Hacken","Djurgarden","D",NA,NA,2.08,3.4,3.46,"Allsvenskan",2017,0,1
2017-04-09,"Jonkopings","Halmstad","D",NA,NA,1.81,3.41,4.58,"Allsvenskan",2017,0,1
2017-04-09,"Sirius","Goteborg","A",NA,NA,2.86,3.14,2.52,"Allsvenskan",2017,0,1
2017-04-09,"Hertha","Augsburg","H",NA,NA,1.79,3.45,5.02,"Bundesliga",2016,0,1
2017-04-09,"Ingolstadt","Darmstadt","H",NA,NA,1.52,4.03,6.92,"Bundesliga",2016,0,1
2017-04-09,"Everton","Leicester","H",NA,NA,1.73,3.78,4.95,"Premier League",2016,0,1
2017-04-09,"Sunderland","Man United","A",NA,NA,9.93,5.01,1.34,"Premier League",2016,0,1
2017-04-08,"Heidenheim","Bochum","D",NA,NA,2.12,3.26,3.42,"2.Bundesliga",2016,0,1
2017-04-08,"Kaiserslautern","Greuther Furth","H",NA,NA,2.3,3.07,3.23,"2.Bundesliga",2016,0,1
2017-04-08,"AFC Eskilstuna","Orebro","D",NA,NA,2.81,3.31,2.46,"Allsvenskan",2017,0,1
2017-04-08,"Bayern Munich","Dortmund","H",NA,NA,1.63,4,5.38,"Bundesliga",2016,0,1
2017-04-08,"FC Koln","M'gladbach","A",NA,NA,2.62,3.19,2.83,"Bundesliga",2016,0,1
2017-04-08,"Freiburg","Mainz","H",NA,NA,2.41,3.3,3.02,"Bundesliga",2016,0,1
2017-04-08,"Hamburg","Hoffenheim","H",NA,NA,3.41,3.46,2.15,"Bundesliga",2016,0,1
2017-04-08,"RB Leipzig","Leverkusen","H",NA,NA,1.96,3.57,3.86,"Bundesliga",2016,0,1
2017-04-08,"Schalke 04","Wolfsburg","H",NA,NA,2.05,3.46,3.66,"Bundesliga",2016,0,1
2017-04-08,"Birmingham","Derby","A",NA,NA,3.14,3.25,2.33,"Championship",2016,0,1
2017-04-08,"Blackburn","Barnsley","A",NA,NA,2.06,3.45,3.53,"Championship",2016,0,1
2017-04-08,"Bristol City","Wolves","H",NA,NA,2.52,3.27,2.83,"Championship",2016,0,1
2017-04-08,"Burton","Aston Villa","D",NA,NA,3.29,3.18,2.29,"Championship",2016,0,1
2017-04-08,"Cardiff","Brentford","H",NA,NA,2.2,3.46,3.19,"Championship",2016,0,1
2017-04-08,"Fulham","Ipswich","H",NA,NA,1.54,4.08,6.22,"Championship",2016,0,1
2017-04-08,"Leeds","Preston","H",NA,NA,2.29,3.24,3.23,"Championship",2016,0,1
2017-04-08,"Norwich","Reading","H",NA,NA,1.96,3.57,3.79,"Championship",2016,0,1
2017-04-08,"Nott'm Forest","Huddersfield","H",NA,NA,3.34,3.3,2.2,"Championship",2016,0,1
2017-04-08,"Sheffield Weds","Newcastle","H",NA,NA,3.04,3.21,2.4,"Championship",2016,0,1
2017-04-08,"Wigan","Rotherham","H",NA,NA,1.51,4.06,6.9,"Championship",2016,0,1
2017-04-08,"Bournemouth","Chelsea","A",NA,NA,6.2,4.02,1.58,"Premier League",2016,0,1
2017-04-08,"Man City","Hull","H",NA,NA,1.2,7.13,14.5,"Premier League",2016,0,1
2017-04-08,"Middlesbrough","Burnley","D",NA,NA,2.42,3.12,3.24,"Premier League",2016,0,1
2017-04-08,"Stoke","Liverpool","A",NA,NA,4,3.61,1.94,"Premier League",2016,0,1
2017-04-08,"Tottenham","Watford","H",NA,NA,1.24,6.1,13.34,"Premier League",2016,0,1
2017-04-08,"West Brom","Southampton","A",NA,NA,3,3.2,2.5,"Premier League",2016,0,1
2017-04-08,"West Ham","Swansea","H",NA,NA,2.09,3.47,3.61,"Premier League",2016,0,1
2017-04-07,"Nurnberg","St Pauli","A",NA,NA,2.44,3.18,2.92,"2.Bundesliga",2016,0,1
2017-04-07,"Sandhausen","Bielefeld","A",NA,NA,2.49,3.11,2.91,"2.Bundesliga",2016,0,1
2017-04-07,"Wurzburger Kickers","Hannover","D",NA,NA,3.21,3.17,2.28,"2.Bundesliga",2016,0,1
2017-04-07,"Ein Frankfurt","Werder Bremen","D",NA,NA,2.03,3.51,3.72,"Bundesliga",2016,0,1
2017-04-07,"QPR","Brighton","A",NA,NA,3.57,3.37,2.1,"Championship",2016,0,1
2017-04-05,"Bochum","Kaiserslautern","D",NA,NA,2.27,3.15,3.2,"2.Bundesliga",2016,0,1
2017-04-05,"Dresden","Heidenheim","H",NA,NA,1.89,3.46,3.99,"2.Bundesliga",2016,0,1
2017-04-05,"Greuther Furth","Braunschweig","D",NA,NA,2.73,3.11,2.61,"2.Bundesliga",2016,0,1
2017-04-05,"Munich 1860","Stuttgart","D",NA,NA,3.08,3.28,2.27,"2.Bundesliga",2016,0,1
2017-04-05,"Union Berlin","Erzgebirge Aue","A",NA,NA,1.61,3.8,5.48,"2.Bundesliga",2016,0,1
2017-04-05,"Augsburg","Ingolstadt","A",NA,NA,2.67,3.1,2.83,"Bundesliga",2016,0,1
2017-04-05,"Darmstadt","Leverkusen","A",NA,NA,4.88,3.9,1.7,"Bundesliga",2016,0,1
2017-04-05,"Mainz","RB Leipzig","A",NA,NA,3.36,3.37,2.19,"Bundesliga",2016,0,1
2017-04-05,"M'gladbach","Hertha","H",NA,NA,1.8,3.47,4.82,"Bundesliga",2016,0,1
2017-04-05,"Wolfsburg","Freiburg","A",NA,NA,1.74,3.71,4.92,"Bundesliga",2016,0,1
2017-04-05,"Huddersfield","Norwich","H",NA,NA,2.08,3.43,3.54,"Championship",2016,0,1
2017-04-05,"Newcastle","Burton","H",NA,NA,1.42,4.44,8.05,"Championship",2016,0,1
2017-04-05,"Arsenal","West Ham","H",NA,NA,1.39,5.11,7.7,"Premier League",2016,0,1
2017-04-05,"Chelsea","Man City","H",NA,NA,2.37,3.41,3.05,"Premier League",2016,0,1
2017-04-05,"Hull","Middlesbrough","H",NA,NA,2.05,3.27,4.04,"Premier League",2016,0,1
2017-04-05,"Liverpool","Bournemouth","D",NA,NA,1.38,5.1,8.25,"Premier League",2016,0,1
2017-04-05,"Southampton","Crystal Palace","H",NA,NA,1.83,3.56,4.67,"Premier League",2016,0,1
2017-04-05,"Swansea","Tottenham","A",NA,NA,5.04,3.82,1.72,"Premier League",2016,0,1
2017-04-04,"Bielefeld","Fortuna Dusseldorf","H",NA,NA,2.5,3.15,2.86,"2.Bundesliga",2016,0,1
2017-04-04,"Hannover","Nurnberg","H",NA,NA,1.59,3.94,5.42,"2.Bundesliga",2016,0,1
2017-04-04,"Karlsruhe","Wurzburger Kickers","D",NA,NA,2.66,2.91,2.88,"2.Bundesliga",2016,0,1
2017-04-04,"St Pauli","Sandhausen","D",NA,NA,2,3.23,3.88,"2.Bundesliga",2016,0,1
